Pass, IR, Short ->, Profit, Trades, Pain Index, Pain Ratio, Loss Avg, Loss stdDev, Drawdown %, LONG  ->, Profit, Trades, Pain Index, Pain Ratio, Loss Avg, Loss stdDev, Drawdown %, lots,horainicial,horafinal,periodoBoll3,periodoBoll2,periodoBoll,periodoBollSalida,periodoBollSalida2,periodoBollSalida3,XBoll,XBoll2,XBoll3,tp,sl,bollXUp,bollXDn,bollspecial,num_velas_salida,limiteCruce,
1, 0.2362, , 1291.2, 9, 22.9488, 0.07, 1100.0, 493.6, 1.029, ,36445.0, 242, 0.4938, 14.48, 873.89, 638.55,5.682,  1, 21.0, 22.0, 10, 17, 6, 369, 1, 76, 36, 36, 61, 115, 110, 0.1, 0.0032, 2.0E-4, 355, 1
